,Type,Study Region,Contractor,Year,Value,k_labels,colors,Rank
1169,Potable Reuse,Southern California,Metropolitan Water District of Southern California,2040,3,6,#CCCCFF,
1170,Potable Reuse,Southern California,Mojave Water Agency,2040,3,6,#CCCCFF,
1171,Potable Reuse,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,3,6,#CCCCFF,
1172,Potable Reuse,Southern California,San Bernardino Valley Municipal Water District,2040,3,6,#CCCCFF,
1173,Potable Reuse,Southern California,San Gabriel Valley Municipal Water District,2040,3,6,#CCCCFF,
1174,Potable Reuse,Southern California,San Gorgonio Pass Water Agency,2040,3,6,#CCCCFF,
1175,Potable Reuse,Southern California,Ventura County Watershed Protection District,2040,3,6,#CCCCFF,
1176,Surface,Central Valley - Sacramento Valley,City of Folsom,2045,1,0,#F63366,
1177,Surface,Central Valley - Sacramento Valley,City of Redding,2045,1,0,#F63366,
1178,Surface,Central Valley - Sacramento Valley,City of Roseville,2045,1,0,#F63366,
1179,Surface,Central Valley - Sacramento Valley,City of West Sacramento,2045,1,0,#F63366,
1180,Surface,Central Valley - Sacramento Valley,Yuba City,2045,1,0,#F63366,
1181,Surface,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,1,0,#F63366,
1182,Surface,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,1,0,#F63366,
1183,Surface,Central Valley - Sacramento Valley,Placer County Water Agency,2045,1,0,#F63366,
1184,Surface,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,1,0,#F63366,
1185,Surface,Central Valley - Sacramento Valley,San Juan Water District,2045,1,0,#F63366,
1186,Surface,Central Valley - Sacramento Valley,Shasta Contractors,2045,1,0,#F63366,
1187,Surface,Central Valley - Sacramento Valley,Solano County Water Agency,2045,1,0,#F63366,
1188,Surface,Central Valley - San Joaquin Valley,City of Avenal,2045,1,0,#F63366,
1189,Surface,Central Valley - San Joaquin Valley,City of Coalinga,2045,1,0,#F63366,
1190,Surface,Central Valley - San Joaquin Valley,City of Fresno,2045,1,0,#F63366,
1191,Surface,Central Valley - San Joaquin Valley,City of Huron,2045,1,0,#F63366,
1192,Surface,Central Valley - San Joaquin Valley,City of Lindsay,2045,1,0,#F63366,
1193,Surface,Central Valley - San Joaquin Valley,City of Orange Cove,2045,1,0,#F63366,
1194,Surface,Central Valley - San Joaquin Valley,City of Tracy,2045,1,0,#F63366,
1195,Surface,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,1,0,#F63366,
1196,Surface,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,1,0,#F63366,
1197,Surface,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,1,0,#F63366,
1198,Surface,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,1,0,#F63366,
1199,Surface,San Francisco Bay Area,Alameda County Water District,2045,1,0,#F63366,
1200,Surface,San Francisco Bay Area,Contra Costa Water District,2045,1,0,#F63366,
1201,Surface,San Francisco Bay Area,East Bay Municipal Utilities District,2045,1,0,#F63366,
1202,Surface,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,1,0,#F63366,
1203,Surface,San Francisco Bay Area,Santa Clara Valley Water District,2045,1,0,#F63366,
1204,Surface,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,1,0,#F63366,
1205,Surface,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,1,0,#F63366,
1206,Surface,Southern California,Antelope Valley-East Kern Water Agency,2045,1,0,#F63366,
1207,Surface,Southern California,Santa Clarita Water Division,2045,1,0,#F63366,
1208,Surface,Southern California,Coachella Valley Water District,2045,1,0,#F63366,
1209,Surface,Southern California,Crestline-Lake Arrowhead Water Agency,2045,1,0,#F63366,
1210,Surface,Southern California,Desert Water Agency,2045,1,0,#F63366,
1211,Surface,Southern California,Metropolitan Water District of Southern California,2045,1,0,#F63366,
1212,Surface,Southern California,Mojave Water Agency,2045,1,0,#F63366,
1213,Surface,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,1,0,#F63366,
1214,Surface,Southern California,San Bernardino Valley Municipal Water District,2045,1,0,#F63366,
1215,Surface,Southern California,San Gabriel Valley Municipal Water District,2045,1,0,#F63366,
1216,Surface,Southern California,San Gorgonio Pass Water Agency,2045,1,0,#F63366,
1217,Surface,Southern California,Ventura County Watershed Protection District,2045,1,0,#F63366,
1218,Groundwater,Central Valley - Sacramento Valley,City of Folsom,2045,2,1,#2BB1BB,
1219,Groundwater,Central Valley - Sacramento Valley,City of Redding,2045,2,1,#2BB1BB,
1220,Groundwater,Central Valley - Sacramento Valley,City of Roseville,2045,2,1,#2BB1BB,
1221,Groundwater,Central Valley - Sacramento Valley,City of West Sacramento,2045,2,1,#2BB1BB,
1222,Groundwater,Central Valley - Sacramento Valley,Yuba City,2045,2,1,#2BB1BB,
1223,Groundwater,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,2,1,#2BB1BB,
1224,Groundwater,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,2,1,#2BB1BB,
1225,Groundwater,Central Valley - Sacramento Valley,Placer County Water Agency,2045,2,1,#2BB1BB,
1226,Groundwater,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,2,1,#2BB1BB,
1227,Groundwater,Central Valley - Sacramento Valley,San Juan Water District,2045,2,1,#2BB1BB,
1228,Groundwater,Central Valley - Sacramento Valley,Shasta Contractors,2045,2,1,#2BB1BB,
1229,Groundwater,Central Valley - Sacramento Valley,Solano County Water Agency,2045,2,1,#2BB1BB,
1230,Groundwater,Central Valley - San Joaquin Valley,City of Avenal,2045,2,1,#2BB1BB,
1231,Groundwater,Central Valley - San Joaquin Valley,City of Coalinga,2045,2,1,#2BB1BB,
1232,Groundwater,Central Valley - San Joaquin Valley,City of Fresno,2045,2,1,#2BB1BB,
1233,Groundwater,Central Valley - San Joaquin Valley,City of Huron,2045,2,1,#2BB1BB,
1234,Groundwater,Central Valley - San Joaquin Valley,City of Lindsay,2045,2,1,#2BB1BB,
1235,Groundwater,Central Valley - San Joaquin Valley,City of Orange Cove,2045,2,1,#2BB1BB,
1236,Groundwater,Central Valley - San Joaquin Valley,City of Tracy,2045,2,1,#2BB1BB,
1237,Groundwater,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,2,1,#2BB1BB,
1238,Groundwater,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,2,1,#2BB1BB,
1239,Groundwater,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,2,1,#2BB1BB,
1240,Groundwater,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,2,1,#2BB1BB,
1241,Groundwater,San Francisco Bay Area,Alameda County Water District,2045,2,1,#2BB1BB,
1242,Groundwater,San Francisco Bay Area,Contra Costa Water District,2045,2,1,#2BB1BB,
1243,Groundwater,San Francisco Bay Area,East Bay Municipal Utilities District,2045,2,1,#2BB1BB,
1244,Groundwater,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,2,1,#2BB1BB,
1245,Groundwater,San Francisco Bay Area,Santa Clara Valley Water District,2045,2,1,#2BB1BB,
1246,Groundwater,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,2,1,#2BB1BB,
1247,Groundwater,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,2,1,#2BB1BB,
1248,Groundwater,Southern California,Antelope Valley-East Kern Water Agency,2045,2,1,#2BB1BB,
1249,Groundwater,Southern California,Santa Clarita Water Division,2045,2,1,#2BB1BB,
1250,Groundwater,Southern California,Coachella Valley Water District,2045,2,1,#2BB1BB,
1251,Groundwater,Southern California,Crestline-Lake Arrowhead Water Agency,2045,2,1,#2BB1BB,
1252,Groundwater,Southern California,Desert Water Agency,2045,2,1,#2BB1BB,
1253,Groundwater,Southern California,Metropolitan Water District of Southern California,2045,2,1,#2BB1BB,
1254,Groundwater,Southern California,Mojave Water Agency,2045,2,1,#2BB1BB,
1255,Groundwater,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,2,1,#2BB1BB,
1256,Groundwater,Southern California,San Bernardino Valley Municipal Water District,2045,2,1,#2BB1BB,
1257,Groundwater,Southern California,San Gabriel Valley Municipal Water District,2045,2,1,#2BB1BB,
1258,Groundwater,Southern California,San Gorgonio Pass Water Agency,2045,2,1,#2BB1BB,
1259,Groundwater,Southern California,Ventura County Watershed Protection District,2045,2,1,#2BB1BB,
1260,Desalination,Central Valley - Sacramento Valley,City of Folsom,2045,3,2,#22466B,
1261,Desalination,Central Valley - Sacramento Valley,City of Redding,2045,3,2,#22466B,
1262,Desalination,Central Valley - Sacramento Valley,City of Roseville,2045,3,2,#22466B,
1263,Desalination,Central Valley - Sacramento Valley,City of West Sacramento,2045,3,2,#22466B,
1264,Desalination,Central Valley - Sacramento Valley,Yuba City,2045,3,2,#22466B,
1265,Desalination,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,3,2,#22466B,
1266,Desalination,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,3,2,#22466B,
1267,Desalination,Central Valley - Sacramento Valley,Placer County Water Agency,2045,3,2,#22466B,
1268,Desalination,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,3,2,#22466B,
1269,Desalination,Central Valley - Sacramento Valley,San Juan Water District,2045,3,2,#22466B,
1270,Desalination,Central Valley - Sacramento Valley,Shasta Contractors,2045,3,2,#22466B,
1271,Desalination,Central Valley - Sacramento Valley,Solano County Water Agency,2045,3,2,#22466B,
1272,Desalination,Central Valley - San Joaquin Valley,City of Avenal,2045,3,2,#22466B,
1273,Desalination,Central Valley - San Joaquin Valley,City of Coalinga,2045,3,2,#22466B,
1274,Desalination,Central Valley - San Joaquin Valley,City of Fresno,2045,3,2,#22466B,
1275,Desalination,Central Valley - San Joaquin Valley,City of Huron,2045,3,2,#22466B,
1276,Desalination,Central Valley - San Joaquin Valley,City of Lindsay,2045,3,2,#22466B,
1277,Desalination,Central Valley - San Joaquin Valley,City of Orange Cove,2045,3,2,#22466B,
1278,Desalination,Central Valley - San Joaquin Valley,City of Tracy,2045,3,2,#22466B,
1279,Desalination,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,3,2,#22466B,
1280,Desalination,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,3,2,#22466B,
1281,Desalination,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,3,2,#22466B,
1282,Desalination,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,3,2,#22466B,
1283,Desalination,San Francisco Bay Area,Alameda County Water District,2045,3,2,#22466B,
1284,Desalination,San Francisco Bay Area,Contra Costa Water District,2045,3,2,#22466B,
1285,Desalination,San Francisco Bay Area,East Bay Municipal Utilities District,2045,3,2,#22466B,
1286,Desalination,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,3,2,#22466B,
1287,Desalination,San Francisco Bay Area,Santa Clara Valley Water District,2045,3,2,#22466B,
1288,Desalination,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,3,2,#22466B,
1289,Desalination,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,3,2,#22466B,
1290,Desalination,Southern California,Antelope Valley-East Kern Water Agency,2045,3,2,#22466B,
1291,Desalination,Southern California,Santa Clarita Water Division,2045,3,2,#22466B,
1292,Desalination,Southern California,Coachella Valley Water District,2045,3,2,#22466B,
1293,Desalination,Southern California,Crestline-Lake Arrowhead Water Agency,2045,3,2,#22466B,
1294,Desalination,Southern California,Desert Water Agency,2045,3,2,#22466B,
1295,Desalination,Southern California,Metropolitan Water District of Southern California,2045,3,2,#22466B,
1296,Desalination,Southern California,Mojave Water Agency,2045,3,2,#22466B,
1297,Desalination,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,3,2,#22466B,
1298,Desalination,Southern California,San Bernardino Valley Municipal Water District,2045,3,2,#22466B,
1299,Desalination,Southern California,San Gabriel Valley Municipal Water District,2045,3,2,#22466B,
1300,Desalination,Southern California,San Gorgonio Pass Water Agency,2045,3,2,#22466B,
1301,Desalination,Southern California,Ventura County Watershed Protection District,2045,3,2,#22466B,
1302,Stormwater Capture,Central Valley - Sacramento Valley,City of Folsom,2045,1,3,#FF7F50,
1303,Stormwater Capture,Central Valley - Sacramento Valley,City of Redding,2045,1,3,#FF7F50,
1304,Stormwater Capture,Central Valley - Sacramento Valley,City of Roseville,2045,1,3,#FF7F50,
1305,Stormwater Capture,Central Valley - Sacramento Valley,City of West Sacramento,2045,1,3,#FF7F50,
1306,Stormwater Capture,Central Valley - Sacramento Valley,Yuba City,2045,1,3,#FF7F50,
1307,Stormwater Capture,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,1,3,#FF7F50,
1308,Stormwater Capture,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,1,3,#FF7F50,
1309,Stormwater Capture,Central Valley - Sacramento Valley,Placer County Water Agency,2045,1,3,#FF7F50,
1310,Stormwater Capture,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,1,3,#FF7F50,
1311,Stormwater Capture,Central Valley - Sacramento Valley,San Juan Water District,2045,1,3,#FF7F50,
1312,Stormwater Capture,Central Valley - Sacramento Valley,Shasta Contractors,2045,1,3,#FF7F50,
1313,Stormwater Capture,Central Valley - Sacramento Valley,Solano County Water Agency,2045,1,3,#FF7F50,
1314,Stormwater Capture,Central Valley - San Joaquin Valley,City of Avenal,2045,1,3,#FF7F50,
1315,Stormwater Capture,Central Valley - San Joaquin Valley,City of Coalinga,2045,1,3,#FF7F50,
1316,Stormwater Capture,Central Valley - San Joaquin Valley,City of Fresno,2045,1,3,#FF7F50,
1317,Stormwater Capture,Central Valley - San Joaquin Valley,City of Huron,2045,1,3,#FF7F50,
1318,Stormwater Capture,Central Valley - San Joaquin Valley,City of Lindsay,2045,1,3,#FF7F50,
1319,Stormwater Capture,Central Valley - San Joaquin Valley,City of Orange Cove,2045,1,3,#FF7F50,
1320,Stormwater Capture,Central Valley - San Joaquin Valley,City of Tracy,2045,1,3,#FF7F50,
1321,Stormwater Capture,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,1,3,#FF7F50,
1322,Stormwater Capture,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,1,3,#FF7F50,
1323,Stormwater Capture,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,1,3,#FF7F50,
1324,Stormwater Capture,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,1,3,#FF7F50,
1325,Stormwater Capture,San Francisco Bay Area,Alameda County Water District,2045,1,3,#FF7F50,
1326,Stormwater Capture,San Francisco Bay Area,Contra Costa Water District,2045,1,3,#FF7F50,
1327,Stormwater Capture,San Francisco Bay Area,East Bay Municipal Utilities District,2045,1,3,#FF7F50,
1328,Stormwater Capture,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,1,3,#FF7F50,
1329,Stormwater Capture,San Francisco Bay Area,Santa Clara Valley Water District,2045,1,3,#FF7F50,
1330,Stormwater Capture,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,1,3,#FF7F50,
1331,Stormwater Capture,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,1,3,#FF7F50,
1332,Stormwater Capture,Southern California,Antelope Valley-East Kern Water Agency,2045,1,3,#FF7F50,
1333,Stormwater Capture,Southern California,Santa Clarita Water Division,2045,1,3,#FF7F50,
1334,Stormwater Capture,Southern California,Coachella Valley Water District,2045,1,3,#FF7F50,
1335,Stormwater Capture,Southern California,Crestline-Lake Arrowhead Water Agency,2045,1,3,#FF7F50,
1336,Stormwater Capture,Southern California,Desert Water Agency,2045,1,3,#FF7F50,
1337,Stormwater Capture,Southern California,Metropolitan Water District of Southern California,2045,1,3,#FF7F50,
1338,Stormwater Capture,Southern California,Mojave Water Agency,2045,1,3,#FF7F50,
1339,Stormwater Capture,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,1,3,#FF7F50,
1340,Stormwater Capture,Southern California,San Bernardino Valley Municipal Water District,2045,1,3,#FF7F50,
1341,Stormwater Capture,Southern California,San Gabriel Valley Municipal Water District,2045,1,3,#FF7F50,
1342,Stormwater Capture,Southern California,San Gorgonio Pass Water Agency,2045,1,3,#FF7F50,
1343,Stormwater Capture,Southern California,Ventura County Watershed Protection District,2045,1,3,#FF7F50,
1344,Contractual Transfers,Central Valley - Sacramento Valley,City of Folsom,2045,2,4,#DFFF00,
1345,Contractual Transfers,Central Valley - Sacramento Valley,City of Redding,2045,2,4,#DFFF00,
1346,Contractual Transfers,Central Valley - Sacramento Valley,City of Roseville,2045,2,4,#DFFF00,
1347,Contractual Transfers,Central Valley - Sacramento Valley,City of West Sacramento,2045,2,4,#DFFF00,
1348,Contractual Transfers,Central Valley - Sacramento Valley,Yuba City,2045,2,4,#DFFF00,
1349,Contractual Transfers,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,2,4,#DFFF00,
1350,Contractual Transfers,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,2,4,#DFFF00,
1351,Contractual Transfers,Central Valley - Sacramento Valley,Placer County Water Agency,2045,2,4,#DFFF00,
1352,Contractual Transfers,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,2,4,#DFFF00,
1353,Contractual Transfers,Central Valley - Sacramento Valley,San Juan Water District,2045,2,4,#DFFF00,
1354,Contractual Transfers,Central Valley - Sacramento Valley,Shasta Contractors,2045,2,4,#DFFF00,
1355,Contractual Transfers,Central Valley - Sacramento Valley,Solano County Water Agency,2045,2,4,#DFFF00,
1356,Contractual Transfers,Central Valley - San Joaquin Valley,City of Avenal,2045,2,4,#DFFF00,
1357,Contractual Transfers,Central Valley - San Joaquin Valley,City of Coalinga,2045,2,4,#DFFF00,
1358,Contractual Transfers,Central Valley - San Joaquin Valley,City of Fresno,2045,2,4,#DFFF00,
1359,Contractual Transfers,Central Valley - San Joaquin Valley,City of Huron,2045,2,4,#DFFF00,
1360,Contractual Transfers,Central Valley - San Joaquin Valley,City of Lindsay,2045,2,4,#DFFF00,
1361,Contractual Transfers,Central Valley - San Joaquin Valley,City of Orange Cove,2045,2,4,#DFFF00,
1362,Contractual Transfers,Central Valley - San Joaquin Valley,City of Tracy,2045,2,4,#DFFF00,
1363,Contractual Transfers,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,2,4,#DFFF00,
1364,Contractual Transfers,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,2,4,#DFFF00,
1365,Contractual Transfers,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,2,4,#DFFF00,
1366,Contractual Transfers,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,2,4,#DFFF00,
1367,Contractual Transfers,San Francisco Bay Area,Alameda County Water District,2045,2,4,#DFFF00,
1368,Contractual Transfers,San Francisco Bay Area,Contra Costa Water District,2045,2,4,#DFFF00,
1369,Contractual Transfers,San Francisco Bay Area,East Bay Municipal Utilities District,2045,2,4,#DFFF00,
1370,Contractual Transfers,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,2,4,#DFFF00,
1371,Contractual Transfers,San Francisco Bay Area,Santa Clara Valley Water District,2045,2,4,#DFFF00,
1372,Contractual Transfers,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,2,4,#DFFF00,
1373,Contractual Transfers,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,2,4,#DFFF00,
1374,Contractual Transfers,Southern California,Antelope Valley-East Kern Water Agency,2045,2,4,#DFFF00,
1375,Contractual Transfers,Southern California,Santa Clarita Water Division,2045,2,4,#DFFF00,
1376,Contractual Transfers,Southern California,Coachella Valley Water District,2045,2,4,#DFFF00,
1377,Contractual Transfers,Southern California,Crestline-Lake Arrowhead Water Agency,2045,2,4,#DFFF00,
1378,Contractual Transfers,Southern California,Desert Water Agency,2045,2,4,#DFFF00,
1379,Contractual Transfers,Southern California,Metropolitan Water District of Southern California,2045,2,4,#DFFF00,
1380,Contractual Transfers,Southern California,Mojave Water Agency,2045,2,4,#DFFF00,
1381,Contractual Transfers,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,2,4,#DFFF00,
1382,Contractual Transfers,Southern California,San Bernardino Valley Municipal Water District,2045,2,4,#DFFF00,
1383,Contractual Transfers,Southern California,San Gabriel Valley Municipal Water District,2045,2,4,#DFFF00,
1384,Contractual Transfers,Southern California,San Gorgonio Pass Water Agency,2045,2,4,#DFFF00,
1385,Contractual Transfers,Southern California,Ventura County Watershed Protection District,2045,2,4,#DFFF00,
1386,Recycling,Central Valley - Sacramento Valley,City of Folsom,2045,3,5,#6495ED,
1387,Recycling,Central Valley - Sacramento Valley,City of Redding,2045,3,5,#6495ED,
1388,Recycling,Central Valley - Sacramento Valley,City of Roseville,2045,3,5,#6495ED,
1389,Recycling,Central Valley - Sacramento Valley,City of West Sacramento,2045,3,5,#6495ED,
1390,Recycling,Central Valley - Sacramento Valley,Yuba City,2045,3,5,#6495ED,
1391,Recycling,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,3,5,#6495ED,
1392,Recycling,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,3,5,#6495ED,
1393,Recycling,Central Valley - Sacramento Valley,Placer County Water Agency,2045,3,5,#6495ED,
1394,Recycling,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,3,5,#6495ED,
1395,Recycling,Central Valley - Sacramento Valley,San Juan Water District,2045,3,5,#6495ED,
1396,Recycling,Central Valley - Sacramento Valley,Shasta Contractors,2045,3,5,#6495ED,
1397,Recycling,Central Valley - Sacramento Valley,Solano County Water Agency,2045,3,5,#6495ED,
1398,Recycling,Central Valley - San Joaquin Valley,City of Avenal,2045,3,5,#6495ED,
1399,Recycling,Central Valley - San Joaquin Valley,City of Coalinga,2045,3,5,#6495ED,
1400,Recycling,Central Valley - San Joaquin Valley,City of Fresno,2045,3,5,#6495ED,
1401,Recycling,Central Valley - San Joaquin Valley,City of Huron,2045,3,5,#6495ED,
1402,Recycling,Central Valley - San Joaquin Valley,City of Lindsay,2045,3,5,#6495ED,
1403,Recycling,Central Valley - San Joaquin Valley,City of Orange Cove,2045,3,5,#6495ED,
1404,Recycling,Central Valley - San Joaquin Valley,City of Tracy,2045,3,5,#6495ED,
1405,Recycling,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,3,5,#6495ED,
1406,Recycling,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,3,5,#6495ED,
1407,Recycling,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,3,5,#6495ED,
1408,Recycling,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,3,5,#6495ED,
1409,Recycling,San Francisco Bay Area,Alameda County Water District,2045,3,5,#6495ED,
1410,Recycling,San Francisco Bay Area,Contra Costa Water District,2045,3,5,#6495ED,
1411,Recycling,San Francisco Bay Area,East Bay Municipal Utilities District,2045,3,5,#6495ED,
1412,Recycling,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,3,5,#6495ED,
1413,Recycling,San Francisco Bay Area,Santa Clara Valley Water District,2045,3,5,#6495ED,
1414,Recycling,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,3,5,#6495ED,
1415,Recycling,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,3,5,#6495ED,
1416,Recycling,Southern California,Antelope Valley-East Kern Water Agency,2045,3,5,#6495ED,
1417,Recycling,Southern California,Santa Clarita Water Division,2045,3,5,#6495ED,
1418,Recycling,Southern California,Coachella Valley Water District,2045,3,5,#6495ED,
1419,Recycling,Southern California,Crestline-Lake Arrowhead Water Agency,2045,3,5,#6495ED,
1420,Recycling,Southern California,Desert Water Agency,2045,3,5,#6495ED,
1421,Recycling,Southern California,Metropolitan Water District of Southern California,2045,3,5,#6495ED,
1422,Recycling,Southern California,Mojave Water Agency,2045,3,5,#6495ED,
1423,Recycling,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2045,3,5,#6495ED,
1424,Recycling,Southern California,San Bernardino Valley Municipal Water District,2045,3,5,#6495ED,
1425,Recycling,Southern California,San Gabriel Valley Municipal Water District,2045,3,5,#6495ED,
1426,Recycling,Southern California,San Gorgonio Pass Water Agency,2045,3,5,#6495ED,
1427,Recycling,Southern California,Ventura County Watershed Protection District,2045,3,5,#6495ED,
1428,Potable Reuse,Central Valley - Sacramento Valley,City of Folsom,2045,3,6,#CCCCFF,
1429,Potable Reuse,Central Valley - Sacramento Valley,City of Redding,2045,3,6,#CCCCFF,
1430,Potable Reuse,Central Valley - Sacramento Valley,City of Roseville,2045,3,6,#CCCCFF,
1431,Potable Reuse,Central Valley - Sacramento Valley,City of West Sacramento,2045,3,6,#CCCCFF,
1432,Potable Reuse,Central Valley - Sacramento Valley,Yuba City,2045,3,6,#CCCCFF,
1433,Potable Reuse,Central Valley - Sacramento Valley,El Dorado Irrigation District,2045,3,6,#CCCCFF,
1434,Potable Reuse,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2045,3,6,#CCCCFF,
1435,Potable Reuse,Central Valley - Sacramento Valley,Placer County Water Agency,2045,3,6,#CCCCFF,
1436,Potable Reuse,Central Valley - Sacramento Valley,Sacramento County Water Agency,2045,3,6,#CCCCFF,
1437,Potable Reuse,Central Valley - Sacramento Valley,San Juan Water District,2045,3,6,#CCCCFF,
1438,Potable Reuse,Central Valley - Sacramento Valley,Shasta Contractors,2045,3,6,#CCCCFF,
1439,Potable Reuse,Central Valley - Sacramento Valley,Solano County Water Agency,2045,3,6,#CCCCFF,
1440,Potable Reuse,Central Valley - San Joaquin Valley,City of Avenal,2045,3,6,#CCCCFF,
1441,Potable Reuse,Central Valley - San Joaquin Valley,City of Coalinga,2045,3,6,#CCCCFF,
1442,Potable Reuse,Central Valley - San Joaquin Valley,City of Fresno,2045,3,6,#CCCCFF,
1443,Potable Reuse,Central Valley - San Joaquin Valley,City of Huron,2045,3,6,#CCCCFF,
1444,Potable Reuse,Central Valley - San Joaquin Valley,City of Lindsay,2045,3,6,#CCCCFF,
1445,Potable Reuse,Central Valley - San Joaquin Valley,City of Orange Cove,2045,3,6,#CCCCFF,
1446,Potable Reuse,Central Valley - San Joaquin Valley,City of Tracy,2045,3,6,#CCCCFF,
1447,Potable Reuse,Central Valley - San Joaquin Valley,Kern County Water Agency,2045,3,6,#CCCCFF,
1448,Potable Reuse,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2045,3,6,#CCCCFF,
1449,Potable Reuse,Central Valley - San Joaquin Valley,Stockton-East Water District,2045,3,6,#CCCCFF,
1450,Potable Reuse,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2045,3,6,#CCCCFF,
1451,Potable Reuse,San Francisco Bay Area,Alameda County Water District,2045,3,6,#CCCCFF,
1452,Potable Reuse,San Francisco Bay Area,Contra Costa Water District,2045,3,6,#CCCCFF,
1453,Potable Reuse,San Francisco Bay Area,East Bay Municipal Utilities District,2045,3,6,#CCCCFF,
1454,Potable Reuse,San Francisco Bay Area,"San Benito County Water District, Zone 6",2045,3,6,#CCCCFF,
1455,Potable Reuse,San Francisco Bay Area,Santa Clara Valley Water District,2045,3,6,#CCCCFF,
1456,Potable Reuse,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2045,3,6,#CCCCFF,
1457,Potable Reuse,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2045,3,6,#CCCCFF,
1458,Potable Reuse,Southern California,Antelope Valley-East Kern Water Agency,2045,3,6,#CCCCFF,
1459,Potable Reuse,Southern California,Santa Clarita Water Division,2045,3,6,#CCCCFF,
